ADK005,hi,Yes
ADK005,how are you,Yes
ADK005,where you are going,Yes
ADK005,noncence,Yes
XOR329,how are you,Yes
XOR329,how are you,Yes
XOR329,how are you,Yes
XOR329,idiat ,Yes
XOR329,culprit,Yes
QYK685,hi,Yes
XKW126,hi,Yes
XKW126,how are you,Yes
VSZ410,hi,Yes
VSZ410,are you happy,Yes
VSZ410,hi,Yes
VSZ410,hello,Yes
ECJ766,hi,Yes
ECJ766,hello,Yes
AMX950,hi,Yes
AMX950,hello,Yes
AMX950,how are you,Yes
LGG749,how are you,Yes
LGG749,how are you,Yes
LGG749,how are you,Yes
LGG749,how are you,Yes
LGG749,nice,Yes
LGG749,nice,Yes
LGG749,hi,Yes
LGG749,how are you ?,Yes
LGG749,how are you ?,Yes
LGG749,hi,Yes
LGG749,hi how are you,Yes
LGG749,d,Yes
LGG749,hi,Yes
ERK134,hi,Yes
ERK134,how are you,Yes
ERK134,noncence,Yes
OGI864,hi,Yes
OGI864,how are you ,Yes
OGI864,how are you ,Yes
OGI864,hi,Yes
OGI864,hi,Yes
ZNU433,hi,"If you have a stomachache or digestive discomfort, it's important to stay hydrated and avoid foods that may irritate your stomach. You can try over-the-counter remedies such as antacids or anti-diarrheal medications. If your symptoms persist for more than a day or are severe, you should see a doctor."
ZNU433,cough,"If you have a mild headache, you can try resting in a dark, quiet room or using a cold compress on your forehead. Over-the-counter pain relievers like ibuprofen or acetaminophen can also help. If your headache is severe or persistent, or if it's accompanied by other symptoms such as nausea, vomiting or sensitivity to light, you should see a doctor."
ZNU433,cold,"You should rest and drink plenty of fluids. Take a fever reducer like acetaminophen or ibuprofen, and monitor your temperature regularly. If your fever persists for more than three days or reaches a dangerous level, seek medical attention immediately."
ZNU433,fever,"You should rest and drink plenty of fluids. Take a fever reducer like acetaminophen or ibuprofen, and monitor your temperature regularly. If your fever persists for more than three days or reaches a dangerous level, seek medical attention immediately."
ZNU433,hi,"If you have a stomachache or digestive discomfort, it's important to stay hydrated and avoid foods that may irritate your stomach. You can try over-the-counter remedies such as antacids or anti-diarrheal medications. If your symptoms persist for more than a day or are severe, you should see a doctor."
ZNU433,hi,"If you have a stomachache or digestive discomfort, it's important to stay hydrated and avoid foods that may irritate your stomach. You can try over-the-counter remedies such as antacids or anti-diarrheal medications. If your symptoms persist for more than a day or are severe, you should see a doctor."
IKG506,I feel nauseous,"If you have a stomachache or digestive discomfort, it's important to stay hydrated and avoid foods that may irritate your stomach. You can try over-the-counter remedies such as antacids or anti-diarrheal medications. If your symptoms persist for more than a day or are severe, you should see a doctor."
IKG506,morning i wake up and now i am feeling stomach pain,Seek medical attention immediately. Pneumonia can be a serious condition that requires antibiotics and hospitalization.
IKG506,morning i wake up and now i am feeling stomach pain,Seek medical attention immediately. Pneumonia can be a serious condition that requires antibiotics and hospitalization.
IKG506,i got mild fever ,Seek medical attention immediately. Pneumonia can be a serious condition that requires antibiotics and hospitalization.
IKG506,I feel hot and cold,"You should rest and drink plenty of fluids. Take a fever reducer like acetaminophen or ibuprofen, and monitor your temperature regularly. If your fever persists for more than three days or reaches a dangerous level, seek medical attention immediately."
IKG506,I feel hot and cold,"You should rest and drink plenty of fluids. Take a fever reducer like acetaminophen or ibuprofen, and monitor your temperature regularly. If your fever persists for more than three days or reaches a dangerous level, seek medical attention immediately."
IKG506,hi,"Try using a humidifier and taking over-the-counter decongestants. You can also try saline nasal sprays or irrigations. If your symptoms last longer than a week or are accompanied by a high fever, seek medical attention."
SVM125,hi,"Try using a humidifier and taking over-the-counter decongestants. You can also try saline nasal sprays or irrigations. If your symptoms last longer than a week or are accompanied by a high fever, seek medical attention."
SVM125,how are you?,"Try to rest and drink plenty of fluids. You can also try over-the-counter cough medicine or inhalers. If your symptoms persist for more than a few days or are severe, seek medical attention."
SVM125,how are you?,"Try to rest and drink plenty of fluids. You can also try over-the-counter cough medicine or inhalers. If your symptoms persist for more than a few days or are severe, seek medical attention."
SVM125,little fever,Seek medical attention immediately. Pneumonia can be a serious condition that requires antibiotics and hospitalization.
BXY524,hi,"Try using a humidifier and taking over-the-counter decongestants. You can also try saline nasal sprays or irrigations. If your symptoms last longer than a week or are accompanied by a high fever, seek medical attention."
TZH252,hi,"Try using a humidifier and taking over-the-counter decongestants. You can also try saline nasal sprays or irrigations. If your symptoms last longer than a week or are accompanied by a high fever, seek medical attention."
TZH252,I have a high temperature,"You should rest and drink plenty of fluids. Take a fever reducer like acetaminophen or ibuprofen, and monitor your temperature regularly. If your fever persists for more than three days or reaches a dangerous level, seek medical attention immediately."
TZH252,I have a cough,"If your cough is due to a cold or flu, get plenty of rest and drink fluids to help your body fight the infection. You can also try cough drops or lozenges to soothe your throat. If your cough is persistent or accompanied by other symptoms such as fever, chest pain or difficulty breathing, you should see a doctor."
TZH252,how are you,"Try to rest and drink plenty of fluids. You can also try over-the-counter cough medicine or inhalers. If your symptoms persist for more than a few days or are severe, seek medical attention."
XVD209,"My child has a high temperature, what should I do?","If your cough is due to a cold or flu, get plenty of rest and drink fluids to help your body fight the infection. You can also try cough drops or lozenges to soothe your throat. If your cough is persistent or accompanied by other symptoms such as fever, chest pain or difficulty breathing, you should see a doctor."
JZK407,"My child has a high temperature, what should I do?","Stay hydrated by drinking water, herbal teas, or clear broths to help soothe your throat."
JZK407,I'm running a temperature,Rest is crucial for recovery. Make sure to get plenty of sleep.
JZK407,Can acid reflux cause a chronic cough?,"Stay hydrated by drinking water, herbal teas, or clear broths to help soothe your throat."
JZK407,Can workplace exposure contribute to bronchitis?,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
JZK407,I have sinusitis and a cough with yellow or green mucus,"Keep a headache diary to track patterns, triggers, and the effectiveness of remedies."
JZK407,Is it safe to fly with an ear infection?,Ear infections can occur in adults; consult with a healthcare professional for proper evaluation and care.
JPF392,Is it safe to fly with an ear infection?,Ear infections can occur in adults; consult with a healthcare professional for proper evaluation and care.
JPF392,My bronchitis symptoms worsen at night,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
JPF392,Is it safe to fly with sinusitis?,Tooth pain can be associated with sinusitis; consult with a healthcare professional for proper evaluation.
JBV736,hi,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
JBV736,,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
JBV736,how are you,"Avoid fatty, spicy, or greasy foods that may aggravate your stomachache."
QYJ094,hi,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
QYJ094,,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
QYJ094,My forehead feels warm,"Pneumonia can be contagious, especially in the early stages; practice good hygiene to prevent spreading the infection."
QYJ094,Is it common for ear infections to cause dizziness?,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
QYJ094,hi,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
GHM582,"Can skin cancer be caused by exposure to artificial UV sources, such as tanning beds?",Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
THY453,"Can skin cancer be caused by exposure to artificial UV sources, such as tanning beds?",Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
THY453,/home/admin1/Documents/2023/skin_cancer_detection/ai_chatbot_medical/Chatbot_Keras-main/intents2.json /home/admin1/Documents/2023/skin_cancer_detection/ai_chatbot_medical/Chatbot_Keras-main/tokenizer.pickle,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
BGW700,hi,Rest is crucial for recovery from bronchitis; listen to your body and avoid strenuous activities.
PIV335,/home/admin1/Documents/2023/skin_cancer_detection/model_resnet50.h5,Tooth pain can be associated with sinusitis; consult with a healthcare professional for proper evaluation.
PIV335,What is the connection between exposure to artificial UV sources and the development of skin cancer?,"Yes, exposure to artificial UV sources like tanning beds or sunlamps increases the risk of skin cancer, including melanoma."
PIV335,What is the connection between exposure to artificial UV sources and the development of skin cancer?,"Yes, exposure to artificial UV sources like tanning beds or sunlamps increases the risk of skin cancer, including melanoma."
PIV335,What are the approximate annual mortality rates attributed to skin cancer worldwide?,"Skin cancer causes approximately 65,000 deaths annually globally, with melanoma accounting for a significant proportion of these fatalities."
PIV335,How do yearly statistics on skin cancer reflect gender disparities?,"Men tend to have higher yearly rates of skin cancer diagnoses, particularly in non-melanoma skin cancers, attributed partly to occupational sun exposure and lower sun protection practices compared to women."
EKX662,hi,Hello! How can I assist you today?
EKX662,is there any rule for wages ,Hello! How can I assist you today?
EKX662,"What details are captured in the register of persons employed, including age, sex, and address?",Mine safety rules are essential guidelines to ensure the well-being of workers and prevent accidents in mining operations.
EKX662,What are the hours and limitations of employment?,Mine safety rules are essential guidelines to ensure the well-being of workers and prevent accidents in mining operations.
EKX662,/home/admin1/Documents/2023/coalbot/Chatbot_Keras-main/tokenizer.pickle,"Goodbye! If you have more questions, feel free to ask."
EKX662,What are the hours and limitations of employment?,Mine safety rules are essential guidelines to ensure the well-being of workers and prevent accidents in mining operations.
VCA112,hi,Hello! How can I assist you today?
VCA112,bye,"Goodbye! If you have more questions, feel free to ask."
VCA112,What are different rules in the mining industry?,"Some key rules in the mining industry include:
1. The Mineral Concession Rules, 1960
2. The Mineral Conservation and Development Rules, 1988
3. The Mines and Minerals (Development and Regulation) Act, 1957
4. The Granite Conservation and Development Rules, 1999"
VCA112,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
XNG364,hi,Hello! How can I assist you today?
XNG364,"What is the Coal Mines Act, 1952?","The Coal Mines Act, 1952, is a legislation enacted to regulate the working conditions of coal mine workers."
XNG364,Can you explain the leave with wages policy in mines?,"Every person employed in a mine who has completed a calendar year service therein shall be allowed, during the subsequent calendar year, leave with wages calculated:
路 in the case of a person employed below ground at the rate of 1 day for every 15 days of work performed by him,
路 in any other case, at the rate of 1 day for every 20 days of work performed by him/her.
The owner, agent, or manager of every mine shall maintain, in respect of every employee thereof, a record of leave with wages in Form G and H."
XNG364,Can you explain the leave with wages policy in mines?,"Every person employed in a mine who has completed a calendar year service therein shall be allowed, during the subsequent calendar year, leave with wages calculated:
路 in the case of a person employed below ground at the rate of 1 day for every 15 days of work performed by him,
路 in any other case, at the rate of 1 day for every 20 days of work performed by him/her.
The owner, agent, or manager of every mine shall maintain, in respect of every employee thereof, a record of leave with wages in Form G and H."
XNG364,hi,Hello! How can I assist you today?
XNG364,hi,Hello! How can I assist you today?
XNG364,bye ,"Goodbye! If you have more questions, feel free to ask."
XNG364,good bye,"Goodbye! If you have more questions, feel free to ask."
XNG364,hi,Hello! How can I assist you today?
QYT242,hi,Hello! How can I assist you today?
QYT242,my salary is less paid,"Goodbye! If you have more questions, feel free to ask."
QYT242,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
TNX194,hi,Hello! How can I assist you today?
KFV473,hi,Hello! How can I assist you today?
KFV473,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
NXE940,hi,Hello! How can I assist you today?
NXE940,how are you,Hello! How can I assist you today?
KEX222,hi,Hello! How can I assist you today?
KEX222,hi,Hello! How can I assist you today?
XZE159,hi,Hello! How can I assist you today?
JOT277,hi,Hello! How can I assist you today?
WEH114,hi,Hello! How can I assist you today?
WEH114,hi,Hello! How can I assist you today?
YMC481,hi,Hello! How can I assist you today?
YMC481,hi,Hello! How can I assist you today?
YMC481,hi,Hello! How can I assist you today?
YMC481,hello,Hello! How can I assist you today?
KDH813,hi,Hello! How can I assist you today?
KDH813,hi,Hello! How can I assist you today?
IMB313,hi,Hello! How can I assist you today?
REM155,hi,Hello! How can I assist you today?
REM155,how are ,Hello! How can I assist you today?
REM155,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
ODM541,hi,Hello! How can I assist you today?
RXK451,What are the hours and limitations of employment?hi,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
RHO235,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
KDK763,hi,Hello! How can I assist you today?
JTI776,hi,Hello! How can I assist you today?
ERI973,hi,Hello! How can I assist you today?
ERI973,hello,Hello! How can I assist you today?
ERI973,hi,Hello! How can I assist you today?
GYK365,hi,Hello! How can I assist you today?
VVV578,hi,Hello! How can I assist you today?
VVV578,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
RLV368,hi,Hello! How can I assist you today?
RLV368,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
RLV368,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
BER764,hi,Hello! How can I assist you today?
ISS223,hi,Hello! How can I assist you today?
KAA848,hi,Hello! How can I assist you today?
KWP066,hi,Hello! How can I assist you today?
KWP066,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
KWP066,hi ok,Hello! How can I assist you today?
KWP066,how are you,Hello! How can I assist you today?
KWP066,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
CTP604,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
CTP604,What is the latest news in the mining industry?,The latest news in the mining industry includes an assessment of trends revealing challenges related to rising supply costs and changing demand.
IRL289,hi,Hello! How can I assist you today?
IRL289,hi,Hello! How can I assist you today?
IRL289,hi,Hello! How can I assist you today?
IRL289,Tell me about the recent developments in the mining industry.,The latest news in the mining industry includes an assessment of trends revealing challenges related to rising supply costs and changing demand.
ROR991,Tell me about the recent developments in the mining industry.,The latest news in the mining industry includes an assessment of trends revealing challenges related to rising supply costs and changing demand.
ROR991,hi,Hello! How can I assist you today?
ROR991,hi,Hello! How can I assist you today?
MAH809,hi,Hello! How can I assist you today?
QPH361,hi,Hello! How can I assist you today?
QPH361,hi,Hello! How can I assist you today?
QPH361,hi,Hello! How can I assist you today?
QPH361,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
QPH361,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
QPH361,hi,Hello! How can I assist you today?
XKY500,hi,Hello! How can I assist you today?
XKY500,hello,Hello! How can I assist you today?
XKY500,hi,Hello! How can I assist you today?
XKY500,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
XKY500,hi,Hello! How can I assist you today?
XKY500,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
XGI482,hi,Hello! How can I assist you today?
XGI482,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
XGI482,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
XGI482,hi,Hello! How can I assist you today?
XGI482,hi,Hello! How can I assist you today?
XGI482,hi,Hello! How can I assist you today?
YBS637,hi,Hello! How can I assist you today?
YBS637,hi,Hello! How can I assist you today?
YBS637,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
YBS637,hi,Hello! How can I assist you today?
YBS637,hi,Hello! How can I assist you today?
YBS637,hi,Hello! How can I assist you today?
YBS637,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
YBS637,hi,Hello! How can I assist you today?
YBS637,hi,Hello! How can I assist you today?
YBS637,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
YBS637,hi,Hello! How can I assist you today?
YBS637,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
FEG741,hi,Hello! How can I assist you today?
GYP386,hi,Hello! How can I assist you today?
GYP386,hi,Hello! How can I assist you today?
GYP386,hi,Hello! How can I assist you today?
FJN235,hi,Hello! How can I assist you today?
FJN235,hi,Hello! How can I assist you today?
FJN235,hi,Hello! How can I assist you today?
FJN235,hi,Hello! How can I assist you today?
FJN235,hi,Hello! How can I assist you today?
QAH976,hi,Hello! How can I assist you today?
QAH976,,Hello! How can I assist you today?
QAH976,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
QAH976,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
QAH976,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
QAH976,hi,Hello! How can I assist you today?
QAH976,hi,Hello! How can I assist you today?
QAH976,hi,Hello! How can I assist you today?
QMX506,hi,Hello! How can I assist you today?
QMX506,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
QMX506,,Hello! How can I assist you today?
QMX506,,Hello! How can I assist you today?
NIR090,,Hello! How can I assist you today?
LTB541,hi,Hello! How can I assist you today?
IUF681,,Hello! How can I assist you today?
KPC695,,Hello! How can I assist you today?
KPC695,hi,Hello! How can I assist you today?
DAL097,hi,Hello! How can I assist you today?
GXP663,hi,Hello! How can I assist you today?
GXP663,hi,Hello! How can I assist you today?
WBB703,hi how are you,Hello! How can I assist you today?
WBB703,I want to know the rules of minors working,"Some key rules in the mining industry include:
1. The Mineral Concession Rules, 1960
2. The Mineral Conservation and Development Rules, 1988
3. The Mines and Minerals (Development and Regulation) Act, 1957
4. The Granite Conservation and Development Rules, 1999"
WBB703,hi how are you,Hello! How can I assist you today?
WBB703,what is the timing duration that a minor should,"Where any person works more than the normal prescribed hours, he should be paid for his overtime at the rate which is twice than the normal wages paid to him for the work. The register of overtime wages shall be maintained in Form I."
NOB905,hi,Hello! How can I assist you today?
NOB905,let me know about the act 1952 about Minor,"Some key rules in the mining industry include:
1. The Mineral Concession Rules, 1960
2. The Mineral Conservation and Development Rules, 1988
3. The Mines and Minerals (Development and Regulation) Act, 1957
4. The Granite Conservation and Development Rules, 1999"
NOB905,hi how are you,Hello! How can I assist you today?
NOB905,can I know more about 1952 act,"Some key rules in the mining industry include:
1. The Mineral Concession Rules, 1960
2. The Mineral Conservation and Development Rules, 1988
3. The Mines and Minerals (Development and Regulation) Act, 1957
4. The Granite Conservation and Development Rules, 1999"
NOB905,hi,Hello! How can I assist you today?
NOB905,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
NOB905,hi how are you,Hello! How can I assist you today?
VHC196,hi,Hello! How can I assist you today?
QMJ612,hi,Hello! How can I assist you today?
QMJ612,hi,Hello! How can I assist you today?
AWF586,hi,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,hi how are you,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,I want to know rules about 1952 minor act,"Some key rules in the mining industry include:
1. The Mineral Concession Rules, 1960
2. The Mineral Conservation and Development Rules, 1988
3. The Mines and Minerals (Development and Regulation) Act, 1957
4. The Granite Conservation and Development Rules, 1999"
MON634,hi,Hello! How can I assist you today?
MON634,hi,Hello! How can I assist you today?
MON634,how many hours I should work in Mining industry,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
MER900,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
MER900,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
MER900,What are the hours and limitations of employment?,"No person shall be allowed to work more than 9 hours a day and more than 48 hours a week in a mine. Additionally, a person shall not be allowed to work more than 6 days in a week, ensuring at least 1 day of rest."
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
MER900,hi,Hello! How can I assist you today?
WGG678,Tell me about common plant diseases and their symptoms.,please upload the  clear image of leaf : 
WGG678,Tell me about common plant diseases and their symptoms.,please upload the  clear image of leaf : 
WGG678,Tell me about common plant diseases and their symptoms.,please upload the  clear image of leaf : 
WGG678,hi I want to know how can I identify,please upload the  clear image of leaf : 
WGG678,Harendra how can I choose fertilizer that are well suit,"Some key rules in the mining industry include:
1. The Mineral Concession Rules, 1960
2. The Mineral Conservation and Development Rules, 1988
3. The Mines and Minerals (Development and Regulation) Act, 1957
4. The Granite Conservation and Development Rules, 1999"
WGG678,tell me about plant diseases and their symptoms,please upload the  clear image of leaf : 
MZS147,Tell me about fertilizers that are suitable for terrace farming in my soil and climate.,please provide the details we need we will recommend the better fertliser for your soil: 
